,Reactant SMILES,Reactant SMILES_2,Product SMILES,Product SMILES_2,Catalyst SMILES,Ligand SMILES,Solvent SMILES,Solvent SMILES_2,Additive SMILES,Additive SMILES_2,Additive SMILES_s2,Ref.(DOI),LED step 2,Number of Coordination Atoms 1,pdf name (don't include '.pdf'),L/M 1,S/C 1,Reaction Temperature/C step 2,Reaction Temperature/C,Ligand Name 2,Yield 3,dr 3,Central Metal of Catalyst 2,dr 1,Ligand 2 Type,Product Name 3,Additive 2 step 2,Ammount of additive 1,Product 1 R or S,ee 3,Ammount of additive 2,(Pre)Catalyst Name 2,"Molecular Sieve(3A, 4A, 5A)",Yield 1,Solvent 1 ammount(mL),Charge of Ligand 1,Charge of Ligand 2,Ammount of additive 1 step 2,Central Metal of Catalyst 1,Ligand 1 Type,Pre catalyst 2(True or False),Ammount of reactant 1(mmol),Ammount of Molecular Sieve(mg),Reaction Time/h,LED,Pre catalyst 1(True or False),dr 2,Reaction ID,Yield 2,Valence of Central Metal 1,"Other information(use ""-"" to split, eg. 'property1-property2')",Product 2 R or S,Solvent 2 ammount(mL),Type of Coordination Atoms 1,L/M 2,Pressure/atm,Number of Coordination Atoms 2,Valence of Central Metal 2,Type of Coordination Atoms 2,Reaction Time/h step 2,ee 1,S/C 2,Ammount of additive 2 step 2,ee 2,Reaction Type,Product 3 R or S,Solvent Ratio,Ammount of reactant 2(mmol),exo/endo,Type of Coordination Atoms,Number of Coordination Atoms
242,C=C(C)CCN1C=C(F)C=CC1=O,,O=C1C=CC(F)=C2N1CC[C@@H](C)C2,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,60,,,,,,,,,0.012,R,,,,,0.9,0.4,0.0,,,Ni,,,0.2,,12.0,,True,,19.0,,0.0,,,,C,,,,,,,0.95,,,,1.0,,,,,,
243,C=C(C)CCN1C=CC=C(C(F)(F)F)C1=O,,O=C1C(C(F)(F)F)=CC=C2N1CC[C@@H](C)C2,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,80,,,,,,,,,0.012,R,,0.08,,,0.85,0.4,0.0,,,Ni,,,0.2,,12.0,,True,,20.0,,0.0,,,,C,,,,,,,0.95,,,,1.0,,,,,,
244,C=C(C)CCN1C=C(C(F)(F)F)C=CC1=O,,O=C1C=CC(C(F)(F)F)=C2N1CC[C@@H](C)C2,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,0.2,10,,100,,,,,,,,,0.012,R,,0.08,,,0.51,0.4,0.0,,,Ni,,,0.2,,24.0,,True,,21.0,,0.0,,,,C,,,,,,,0.94,,,,1.0,,,,,,
245,C=C(C)CCN1C=CC2=C(C=CC=C2)C1=O,,O=C1C(C=CC=C2)=C2C=C3N1CC[C@@H](C)C3,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,60,,,,,,,,,0.012,R,,0.08,,,0.99,0.4,0.0,,,Ni,,,0.2,,12.0,,True,,22.0,,0.0,,,,C,,,,,,,0.95,,,,1.0,,,,,,
246,C=C(C1=CC=CC=C1)CCN2C=CC3=C(C=CC=C3)C2=O,,O=C1C(C=CC=C2)=C2C=C3N1CC[C@@H](C4=CC=CC=C4)C3,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,80,,,,,,,,,0.012,R,,0.08,,,0.98,0.4,0.0,,,Ni,,,0.2,,12.0,,True,,23.0,,0.0,,,,C,,,,,,,0.93,,,,1.0,,,,,,
247,C=C(C1=CC=CC=C1)CCN2C=CC=CC2=O,,O=C1C=CC=C2N1CC[C@@H](C3=CC=CC=C3)C2,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,60,,,,,,,,,0.012,R,,0.08,,,0.99,0.4,0.0,,,Ni,,,0.2,,12.0,,True,,24.0,,0.0,,,,C,,,,,,,0.96,,,,1.0,,,,,,
248,C=C(C1=CC=C(OC)C=C1)CCN2C=CC=CC2=O,,O=C1C=CC=C2N1CC[C@@H](C3=CC=C(OC)C=C3)C2,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,80,,,,,,,,,0.012,R,,0.08,,,0.93,0.4,0.0,,,Ni,,,0.2,,12.0,,True,,25.0,,0.0,,,,C,,,,,,,0.94,,,,1.0,,,,,,
249,C=C(C1=CC=C(C(F)(F)F)C=C1)CCN2C=CC=CC2=O,,O=C1C=CC=C2N1CC[C@@H](C3=CC=C(C(F)(F)F)C=C3)C2,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,80,,,,,,,,,0.012,R,,0.16,,,0.6,0.4,0.0,,,Ni,,,0.2,,12.0,,True,,26.0,,0.0,,,,C,,,,,,,0.97,,,,1.0,,,,,,
250,C=C(C1=CC=C(C(OCC)=O)C=C1)CCN2C=CC=CC2=O,,O=C1C=CC=C2N1CC[C@@H](C3=CC=C(C(OCC)=O)C=C3)C2,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,80,,,,,,,,,0.012,R,,0.08,,,0.53,0.4,0.0,,,Ni,,,0.2,,12.0,,True,,27.0,,0.0,,,,C,,,,,,,0.97,,,,1.0,,,,,,
251,C=C(C1=CSC=C1)CCN2C=CC=CC2=O,,O=C1C=CC=C2N1CC[C@@H](C3=CSC=C3)C2,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,80,,,,,,,,,0.012,R,,0.16,,,0.78,0.4,0.0,,,Ni,,,0.2,,12.0,,True,,28.0,,0.0,,,,C,,,,,,,0.95,,,,1.0,,,,,,
252,C=C(C1=CC=C(OCO2)C2=C1)CCN3C=CC=CC3=O,,O=C1C=CC=C2N1CC[C@@H](C3=CC=C(OCO4)C4=C3)C2,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,80,,,,,,,,,0.012,R,,0.08,,,0.9,0.4,0.0,,,Ni,,,0.2,,12.0,,True,,29.0,,0.0,,,,C,,,,,,,0.92,,,,1.0,,,,,,
253,C=C(C1=CC=CC=C1)CCN2C=CC=C(C)C2=O,,O=C1C(C)=CC=C2N1CC[C@@H](C3=CC=CC=C3)C2,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,60,,,,,,,,,0.012,R,,0.08,,,0.98,0.4,0.0,,,Ni,,,0.2,,12.0,,True,,30.0,,0.0,,,,C,,,,,,,0.98,,,,1.0,,,,,,
254,C=C(C1=CCCCC1)CCN2C=CC=CC2=O,,O=C1C=CC=C2N1CC[C@@H](C3=CCCCC3)C2,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,80,,,,,,,,,0.012,R,,0.08,,,0.99,0.4,0.0,,,Ni,,,0.2,,12.0,,True,,31.0,,0.0,,,,C,,,,,,,0.97,,,,1.0,,,,,,
255,O=C1C=CC=CN1CCCC(C2=CC=CC=C2)=C,,O=C1C=CC=C2N1CCC[C@@H](C3=CC=CC=C3)C2,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,40,,,,,,,,,0.012,R,,0.16,,,0.85,0.4,0.0,,,Ni,,,0.2,,48.0,,True,,32.0,,0.0,,,,C,,,,,,,0.81,,,,1.0,,,,,,
256,O=C1C=CC=CN1CCC(C)=C,,O=C1C=CC=C2N1CC[C@@H](C)C2,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,80,,,,,,,,,0.48,R,,3.2,,,0.95,16.0,0.0,,,Ni,,,8.0,,48.0,,True,,33.0,,0.0,,,,C,,,,,,,0.93,,,,1.0,,,,,,
257,O=C1C=CN(CCC(C)=C)C2=C1C=CC=C2,,O=C1C=C(C[C@H](C)CC2)N2C3=C1C=CC=C3,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,40,,,,,,,,,0.012,R,,0.16,,,0.99,0.4,0.0,,,Ni,,,0.2,,48.0,,True,,34.0,,0.0,,,,C,,,,,,,0.92,,,,1.0,,,,,,
258,O=C1N=CN(CCC(C)=C)C2=C1C=CC=C2,,O=C1N=C(C[C@H](C)CC2)N2C3=C1C=CC=C3,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,100,,,,,,,,,0.012,R,,0.16,,,0.9,0.4,0.0,,,Ni,,,0.2,,24.0,,True,,35.0,,0.0,,,,C,,,,,,,0.73,,,,1.0,,,,,,
259,O=C1N=CN(CCC(C2=CC=CC=C2)=C)C3=C1C=CC=C3,,O=C1N=C(C[C@H](C2=CC=CC=C2)CC3)N3C4=C1C=CC=C4,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,0.2,10,,100,,,,,,,,,0.012,R,,0.16,,,0.85,0.4,0.0,,,Ni,,,0.2,,24.0,,True,,36.0,,0.0,,,,C,,,,,,,0.76,,,,1.0,,,,,,
260,O=C1N=CN(CCC(C)=C)C(C)=C1,,O=C1N=C(C[C@H](C)CC2)N2C(C)=C1,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,0.2,10,,100,,,,,,,,,0.012,R,,0.16,,,0.6,0.4,0.0,,,Ni,,,0.2,,24.0,,True,,37.0,,0.0,,,,C,,,,,,,0.64,,,,1.0,,,,,,
261,O=C1C=CN(CCC(C)=C)C(N1CCC(C)=C)=O,,O=C1C=C(C[C@H](C)CC2)N2C(N1CCC(C)=C)=O,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],C[Al](C)C,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,80,,,,,,,,,0.012,R,,0.08,,,0.93,0.4,0.0,,,Ni,,,0.2,,36.0,,True,,38.0,,0.0,,,,C,,,,,,,0.93,,,,1.0,,,,,,
262,O=C1C=CC=C([2H])N1CCC(C)=C,,O=C1C=CC=C2N1CC[C@@]([2H])(C)C2,,C1=C\CC/C=C\CC/1.C2=C\CC/C=C\CC/2.[Ni],CC(C1=CC=CC=C1)C2=CC(C)=CC([C@@H](C3=CC=CC=C3)C)=C2[N+]4=CN(C5=C([C@H](C)C6=CC=CC=C6)C=C(C)C=C5C(C)C7=CC=CC=C7)CC4.[Cl-],CC1=CC=CC=C1,,[O-]C(C)(C)C.[K+],CC[Al](CC)CC,,10.1002_adsc.201901582,,1,10.1002_adsc.201901582,1.0,50,,60,,,,,,,,,0.006,R,,0.04,,,0.9,0.2,0.0,,,Ni,,,0.087,,12.0,,True,,39.0,,0.0,,,,C,,,,,,,0.97,,,,1.0,,,,,,
263,CC(C=N1)=CN=C1N2C=CC3=C2C=CC=C3,O=C1N(C)C(C=C1)=O,CC(C=N1)=CN=C1N2C([C@@H]3CC(N(C)C3=O)=O)=CC4=C2C=CC=C4,,CC1=C(C)C([Co](I)(C#[O+])I)(C)C(C)=C1C,[H]C1=C(C(O)=O)[C@@]([C@@]2=C(C3=CC=CC=C3)C=CC4=C2C=CC=C4)=C(C=CC=C5)C5=C1,FC(F)(F)CO,ClCCl,F[Sb-](F)(F)(F)(F)F.[Ag+],[O-]C(C)(C)C.[K+],,10.1002_ajoc.201900565,,1,10.1002_ajoc.201900565,2.0,20,,35,,,,,75:25,,,,0.005,S,,0.006,,,0.95,0.2,0.0,,,Co,,,0.05,,20.0,,True,,1.0,,2.0,,,0.05,O,,,,,,,,,,,1.0,,4.0,0.1,,,
264,CC(C=N1)=CN=C1N2C=CC3=C2C=CC=C3,O=C1N(C)C(C=C1)=O,CC(C=N1)=CN=C1N2C([C@@H]3CC(N(C)C3=O)=O)=CC4=C2C=CC=C4,,CC1=C(C)C([Co](I)(C#[O+])I)(C)C(C)=C1C,[H]C1=C(C(O)=O)[C@@]([C@@]2=C(OC)C=CC3=C2C=CC=C3)=C(C=CC=C4)C4=C1,FC(F)(F)CO,ClCCl,F[Sb-](F)(F)(F)(F)F.[Ag+],[O-]C(C)(C)C.[K+],,10.1002_ajoc.201900565,,1,10.1002_ajoc.201900565,2.0,20,,35,,,,,61:39,,,,0.005,S,,0.006,,,0.95,0.2,0.0,,,Co,,,0.05,,20.0,,True,,2.0,,2.0,,,0.05,O,,,,,,,,,,,1.0,,4.0,0.1,,,
265,CC(C=N1)=CN=C1N2C=CC3=C2C=CC=C3,O=C1N(C)C(C=C1)=O,CC(C=N1)=CN=C1N2C([C@@H]3CC(N(C)C3=O)=O)=CC4=C2C=CC=C4,,CC1=C(C)C([Co](I)(C#[O+])I)(C)C(C)=C1C,[H]C1=C(C(O)=O)[C@@]([C@@]2=C(C3=CC=C(C=CC=C4)C4=C3)C=CC5=C2C=CC=C5)=C(C=CC=C6)C6=C1,FC(F)(F)CO,ClCCl,F[Sb-](F)(F)(F)(F)F.[Ag+],[O-]C(C)(C)C.[K+],,10.1002_ajoc.201900565,,1,10.1002_ajoc.201900565,2.0,20,,35,,,,,69:31,,,,0.005,S,,0.006,,,0.95,0.2,0.0,,,Co,,,0.05,,20.0,,True,,3.0,,2.0,,,0.05,O,,,,,,,,,,,1.0,,4.0,0.1,,,
266,CC(C=N1)=CN=C1N2C=CC3=C2C=CC=C3,O=C1N(C)C(C=C1)=O,CC(C=N1)=CN=C1N2C([C@@H]3CC(N(C)C3=O)=O)=CC4=C2C=CC=C4,,CC1=C(C)C([Co](I)(C#[O+])I)(C)C(C)=C1C,O=C(C1=C(C2=CC=CC=C2)C=C3C(C=CC=C3)=[C@]1[C@]4=C(C5=CC=CC=C5)C=CC6=C4C=CC=C6)O,FC(F)(F)CO,ClCCl,F[Sb-](F)(F)(F)(F)F.[Ag+],[O-]C(C)(C)C.[K+],,10.1002_ajoc.201900565,,1,10.1002_ajoc.201900565,2.0,20,,35,,,,,49:51,,,,0.005,S,,0.006,,,0.63,0.2,0.0,,,Co,,,0.05,,20.0,,True,,4.0,,2.0,,,0.05,O,,,,,,,,,,,1.0,,4.0,0.1,,,
267,CC(C=N1)=CN=C1N2C=CC3=C2C=CC=C3,O=C1N(C)C(C=C1)=O,CC(C=N1)=CN=C1N2C([C@@H]3CC(N(C)C3=O)=O)=CC4=C2C=CC=C4,,CC1=C(C)C([Co](I)(C#[O+])I)(C)C(C)=C1C,[H]C1=C(C(O)=O)[C@@]([C@@]2=C(C(O)=O)C=CC3=C2C=CC=C3)=C(C=CC=C4)C4=C1,FC(F)(F)CO,ClCCl,F[Sb-](F)(F)(F)(F)F.[Ag+],[O-]C(C)(C)C.[K+],,10.1002_ajoc.201900565,,1,10.1002_ajoc.201900565,1.0,20,,35,,,,,54:46,,,,0.005,S,,0.006,,,0.95,0.2,0.0,,,Co,,,0.05,,20.0,,True,,5.0,,2.0,,,0.05,O,,,,,,,,,,,1.0,,4.0,0.1,,,
268,CC(C=N1)=CN=C1N2C=CC3=C2C=CC=C3,O=C1N(C)C(C=C1)=O,CC(C=N1)=CN=C1N2C([C@@H]3CC(N(C)C3=O)=O)=CC4=C2C=CC=C4,,CC1=C(C)C([Co](I)(C#[O+])I)(C)C(C)=C1C,O=C(N(C(C(O)=O)C(C)(C)C)C1=O)C2C1[C@H]3CC[C@@H]2C3,FC(F)(F)CO,ClCCl,F[Sb-](F)(F)(F)(F)F.[Ag+],[O-]C(C)(C)C.[K+],,10.1002_ajoc.201900565,,1,10.1002_ajoc.201900565,2.0,20,,35,,,,,64:36,,,,0.005,S,,0.006,,,0.95,0.2,0.0,,,Co,,,0.05,,20.0,,True,,6.0,,2.0,,,0.05,O,,,,,,,,,,,1.0,,4.0,0.1,,,
269,CC(C=N1)=CN=C1N2C=CC3=C2C=CC=C3,O=C1N(C)C(C=C1)=O,CC(C=N1)=CN=C1N2C([C@@H]3CC(N(C)C3=O)=O)=CC4=C2C=CC=C4,,CC1=C(C)C([Co](I)(C#[O+])I)(C)C(C)=C1C,O=C(N1[C@@H](C2=CC=CC=C2)[C@H](C3=CC=CC=C3)N(C(C4=CC=CC=C4)=O)C1C(O)=O)C5=CC=CC=C5,FC(F)(F)CO,ClCCl,F[Sb-](F)(F)(F)(F)F.[Ag+],[O-]C(C)(C)C.[K+],,10.1002_ajoc.201900565,,1,10.1002_ajoc.201900565,2.0,20,,35,,,,,50:50,,,,0.005,S,,0.006,,,0.77,0.2,0.0,,,Co,,,0.05,,20.0,,True,,7.0,,2.0,,,0.05,O,,,,,,,,,,,1.0,,4.0,0.1,,,
270,CC(C=N1)=CN=C1N2C=CC3=C2C=CC=C3,O=C1N(C)C(C=C1)=O,CC(C=N1)=CN=C1N2C([C@@H]3CC(N(C)C3=O)=O)=CC4=C2C=CC=C4,,CC1=C(C)C([Co](I)(C#[O+])I)(C)C(C)=C1C,[H]C1=C(C(O)=O)[C@@]([C@@]2=C(C3=CC=CC=C3)C=CC4=C2C=CC=C4)=C(C=CC=C5)C5=C1,FC(F)(F)CO,ClCCl,F[Sb-](F)(F)(F)(F)F.[Ag+],[O-]C(C)(C)C.[K+],,10.1002_ajoc.201900565,,1,10.1002_ajoc.201900565,2.0,20,,35,,,,,80:20,,,,0.005,S,,0.006,,,0.65,0.2,0.0,,,Co,,,0.05,,20.0,,True,,8.0,,2.0,,,0.05,O,,,,,,,,,,,1.0,,4.0,0.1,,,
271,CC(C=N1)=CN=C1N2C=CC3=C2C=CC=C3,O=C1N(C)C(C=C1)=O,CC(C=N1)=CN=C1N2C([C@@H]3CC(N(C)C3=O)=O)=CC4=C2C=CC=C4,,[Co]C1(C)C(C)=C(C)C(C)=C1C.CC#N.CC#N.CC#N,[H]C1=C(C(O)=O)[C@@]([C@@]2=C(C3=CC=CC=C3)C=CC4=C2C=CC=C4)=C(C=CC=C5)C5=C1,FC(F)(F)CO,ClCCl,,[O-]C(C)(C)C.[K+],,10.1002_ajoc.201900565,,1,10.1002_ajoc.201900565,2.0,20,,35,,,,,81:19,,,,,S,,0.006,,MS13X,0.94,0.2,0.0,,,Co,,,0.05,10.0,20.0,,True,,9.0,,2.0,,,0.05,O,,,,,,,,,,,1.0,,4.0,0.1,,,
272,CC(C=N1)=CN=C1N2C=CC3=C2C=CC=C3,O=C1N(C)C(C=C1)=O,CC(C=N1)=CN=C1N2C([C@@H]3CC(N(C)C3=O)=O)=CC4=C2C=CC=C4,,[Co]C1(C)C(C)=C(C)C(C)=C1C.CC#N.CC#N.CC#N,[H]C1=C(C(O)=O)[C@@]([C@@]2=C(C3=CC=CC=C3)C=CC4=C2C=CC=C4)=C(C=CC=C5)C5=C1,FC(F)(F)CO,ClCCl,,[O-]C(C)(C)C.[K+],,10.1002_ajoc.201900565,,1,10.1002_ajoc.201900565,2.0,20,,10,,,,,81:19,,,,,S,,0.024,,MS13X,0.86,0.8,0.0,,,Co,,,0.2,40.0,72.0,,True,,10.0,,2.0,,,0.2,O,,,,,,,,,,,1.0,,4.0,0.4,,,
273,CC(C=N1)=CN=C1N2C=CC3=C2C=CC=C3Br,O=C1N(C)C(C=C1)=O,CC(C=N1)=CN=C1N2C([C@@H]3CC(N(C)C3=O)=O)=CC4=C2C=CC=C4Br,,[Co]C1(C)C(C)=C(C)C(C)=C1C.CC#N.CC#N.CC#N,[H]C1=C(C(O)=O)[C@@]([C@@]2=C(C3=CC=CC=C3)C=CC4=C2C=CC=C4)=C(C=CC=C5)C5=C1,FC(F)(F)CO,ClCCl,,[O-]C(C)(C)C.[K+],,10.1002_ajoc.201900565,,1,10.1002_ajoc.201900565,2.0,20,,20,,,,,78:22,,,,,S,,0.024,,MS13X,0.94,0.8,0.0,,,Co,,,0.2,40.0,72.0,,True,,11.0,,2.0,,,0.2,O,,,,,,,,,,,1.0,,4.0,0.4,,,
